Arup





File 221109 HPC_Full model v7-4 - v40 for Roof-v1.gwb
Exported 10/02/2023 14:29:48

GSA 10.1.63.64 64-bit Copyright © Oasys 1985-2022

Beam and Spring Forces and Moments
The force in an element at any point is the force required to maintain
equilibrium if the element is cut at that point and the end 2 part of the
element is discarded.  Thus:     +ve axial forces are tensile
Forces and moments are output in element axis directions
i.e. Fx: axial force;  Fy & Fz: shear forces;  Mxx: torsion;  Myy & Mzz: moments
Element axes for springs are as defined by the spring property axis no.
For Response Spectrum analysis cases only results calculated in the analysis are available and these are only available in the axes in which they were calculated.
e.g. element displacements are only available in global directions; 2D element stresses are only available in local directions; principal stresses are not reported.
For Response Spectrum analysis cases only the sum of Total Reactions are reported.
All components are enveloped.  Components are not coexistent.
Member list:  7416 7502 7526 7527 7528 7530 7531 7534 to 7537 7539 7540 7543 to 7553 7568 to 7576 7578 to 7604 7791 7794 7795 8022 8023 8024 8037 to 8043 8276 to 8279 9172 9239 9241 to 9251 9264 9265 9266 9281 9292 9293 9342 to 9345 9516 to 9525 9533 to 9543 9545 to 9557 9572 to 9575 9848 10035 to 10039 10041 to 10045 10052 to 10059 10066 10107 to 10118 10196 10197 10198 10201 to 10204 10296 10299 10323 10324 10329 10330 10851 to 10854 10875 10876 10877 10880 10885 11049 11050 11051 11082 to 11090 11115 to 11118 11124 11125 11130 11131 11136 to 11144 11480 11481 11509 to 11514 11537 11538 11539 11576 11577 11581 11582 11970 11971 11979 11980 49145 49146 49173 49174 49193 49196 49220 49223
Case list:  C94 : ENV
Refer to Combination Case and Envelope Details for details of enveloping permutations.

START_TABLE Beam and Spring Forces and Moments
,,,,,[kN],,[kN],,[kN],,[kNm],,[kNm],,[kNm],,[kN],,[kNm],
Memb,Case,Node,Pos,Env,Fx,Fx Perm,Fy,Fy Perm,Fz,Fz Perm,Mxx,Mxx Perm,Myy,Myy Perm,Mzz,Mzz Perm,|Fyz|,|Fyz| Perm,|Myz|,|Myz| Perm
10115,C94,7658,0.0%,Max,42.47,P2,1.750,P2,-27.74,P78,-1.368,P4,126.7,P8,1.656,P2,61.62,P8,126.7,P8
10115,C94,7658,0.0%,Min,-37.83,P3,-0.9647,P3,-61.61,P8,-3.480,P8,53.28,P78,-0.9352,P3,27.76,P78,53.29,P78
10115,C94,,25.0%,Max,42.47,P2,1.750,P2,-25.62,P78,-1.368,P4,96.67,P8,1.495,P2,58.76,P8,96.67,P8
10115,C94,,25.0%,Min,-37.83,P3,-0.9647,P3,-58.76,P8,-3.480,P8,39.95,P78,-1.166,P3,25.65,P78,39.95,P78
10115,C94,,50.0%,Max,42.47,P2,1.750,P2,-23.51,P78,-1.368,P4,68.03,P8,1.333,P2,55.90,P8,68.03,P8
10115,C94,,50.0%,Min,-37.83,P3,-0.9647,P3,-55.90,P8,-3.480,P8,27.68,P78,-1.396,P3,23.53,P78,27.68,P78
10115,C94,,75.0%,Max,42.47,P2,1.750,P2,-21.39,P78,-1.368,P4,40.82,P8,1.172,P2,53.05,P8,40.82,P8
10115,C94,,75.0%,Min,-37.83,P3,-0.9647,P3,-53.04,P8,-3.480,P8,16.47,P78,-1.627,P3,21.42,P78,16.48,P78
10115,C94,7659,100.0%,Max,42.47,P2,1.750,P2,-19.27,P78,-1.368,P4,15.04,P8,1.010,P2,50.19,P8,15.06,P6
10115,C94,7659,100.0%,Min,-37.83,P3,-0.9647,P3,-50.19,P8,-3.480,P8,6.309,P79,-1.858,P3,19.31,P78,6.335,P65
10116,C94,6244,0.0%,Max,42.65,P79,15.38,P2,80.97,P8,4.062,P8,-614.9,P4,16.14,P2,81.01,P8,1390.,P8
10116,C94,6244,0.0%,Min,-73.12,P9,-13.53,P3,32.29,P79,0.9853,P78,-1390.,P8,-14.32,P3,33.25,P79,615.0,P4
10116,C94,,6.3%,Max,42.65,P79,15.38,P2,86.03,P8,4.062,P8,-600.5,P4,13.91,P2,86.06,P8,1356.,P8
10116,C94,,6.3%,Min,-73.12,P9,-13.53,P3,36.04,P79,0.9853,P78,-1356.,P8,-12.83,P3,36.90,P79,600.5,P4
10116,C94,,12.5%,Max,42.65,P79,15.38,P2,91.09,P8,4.062,P8,-584.5,P4,11.68,P2,91.12,P8,1321.,P8
10116,C94,,12.5%,Min,-73.12,P9,-13.53,P3,39.78,P79,0.9853,P78,-1321.,P8,-11.34,P3,40.56,P79,584.6,P4
10116,C94,,18.8%,Max,42.65,P79,15.38,P2,96.14,P8,4.062,P8,-567.1,P4,9.450,P2,96.17,P8,1284.,P8
10116,C94,,18.8%,Min,-73.12,P9,-13.53,P3,43.53,P79,0.9853,P78,-1284.,P8,-9.849,P3,44.24,P79,567.1,P4
10116,C94,,25.0%,Max,42.65,P79,15.38,P2,101.2,P8,4.062,P8,-548.1,P4,7.221,P2,101.2,P8,1245.,P8
10116,C94,,25.0%,Min,-73.12,P9,-13.53,P3,47.28,P79,0.9853,P78,-1245.,P8,-8.359,P3,47.93,P79,548.2,P4
10116,C94,,25.0%,Max,47.41,P55,5.614,P2,144.5,P8,-6.102,P4,-541.8,P4,5.177,P2,144.6,P8,1231.,P8
10116,C94,,25.0%,Min,-73.76,P9,-5.342,P3,60.74,P5,-14.37,P8,-1231.,P8,-5.077,P3,60.85,P5,541.8,P4
10116,C94,,31.3%,Max,47.41,P55,5.614,P2,149.6,P8,-6.102,P4,-516.8,P4,4.747,P2,149.6,P8,1172.,P8
10116,C94,,31.3%,Min,-73.76,P9,-5.342,P3,64.48,P5,-14.37,P8,-1172.,P8,-4.755,P3,64.59,P5,516.8,P4
10116,C94,,37.5%,Max,47.41,P55,5.614,P2,154.7,P8,-6.102,P4,-490.2,P4,4.317,P2,154.7,P8,1112.,P8
10116,C94,,37.5%,Min,-73.76,P9,-5.342,P3,68.23,P5,-14.37,P8,-1112.,P8,-4.433,P3,68.33,P5,490.2,P4
10116,C94,,43.8%,Max,47.41,P55,5.614,P2,159.7,P8,-6.102,P4,-462.2,P4,3.887,P2,159.7,P8,1049.,P8
10116,C94,,43.8%,Min,-73.76,P9,-5.342,P3,71.97,P5,-14.37,P8,-1049.,P8,-4.111,P3,72.07,P5,462.2,P4
10116,C94,,50.0%,Max,47.41,P55,5.614,P2,164.8,P8,-6.102,P4,-432.6,P4,3.457,P2,164.8,P8,984.4,P8
10116,C94,,50.0%,Min,-73.76,P9,-5.342,P3,75.72,P5,-14.37,P8,-984.4,P8,-3.789,P3,75.81,P5,432.6,P4
10116,C94,,50.0%,Max,52.60,P55,4.750,P2,347.2,P8,11.02,P8,-418.3,P4,3.596,P2,347.2,P8,951.6,P8
10116,C94,,50.0%,Min,-78.67,P5,-5.807,P3,148.0,P79,4.245,P54,-951.6,P8,-4.518,P3,148.0,P79,418.3,P4
10116,C94,,56.2%,Max,52.60,P55,4.750,P2,352.2,P8,11.02,P8,-357.8,P4,3.896,P2,352.2,P8,812.4,P8
10116,C94,,56.2%,Min,-78.67,P5,-5.807,P3,151.8,P79,4.245,P54,-812.4,P8,-4.397,P3,151.8,P79,357.8,P4
10116,C94,,62.5%,Max,52.60,P55,4.750,P2,357.3,P8,11.02,P8,-295.8,P4,4.195,P2,357.3,P8,671.2,P8
10116,C94,,62.5%,Min,-78.67,P5,-5.807,P3,155.5,P79,4.245,P54,-671.2,P8,-4.275,P3,155.5,P79,295.8,P4
10116,C94,,68.7%,Max,52.60,P55,4.750,P2,362.4,P8,11.02,P8,-232.4,P4,4.494,P2,362.4,P8,528.0,P8
10116,C94,,68.7%,Min,-78.67,P5,-5.807,P3,159.3,P79,4.245,P54,-528.0,P8,-4.154,P3,159.3,P79,232.4,P4
10116,C94,,75.0%,Max,52.60,P55,4.750,P2,367.4,P8,11.02,P8,-167.4,P4,4.794,P2,367.4,P8,384.7,P31
10116,C94,,75.0%,Min,-78.67,P5,-5.807,P3,163.0,P79,4.245,P54,-384.7,P31,-4.033,P3,163.0,P79,167.4,P4
10116,C94,,75.0%,Max,67.18,P2,10.46,P2,361.1,P8,-12.60,P4,-146.9,P4,6.103,P2,361.1,P8,339.8,P31
10116,C94,,75.0%,Min,-73.84,P3,-11.48,P3,157.0,P76,-31.93,P8,-339.8,P31,-6.409,P3,157.1,P76,146.9,P4
10116,C94,,81.2%,Max,67.18,P2,10.46,P2,366.1,P8,-12.60,P4,-76.03,P4,7.548,P2,366.2,P8,196.1,P31
10116,C94,,81.2%,Min,-73.84,P3,-11.48,P3,160.8,P76,-31.93,P8,-196.1,P31,-7.450,P3,160.9,P76,76.19,P4
10116,C94,,87.5%,Max,67.18,P2,10.46,P2,371.2,P8,-12.60,P4,-3.708,P4,8.993,P2,371.2,P8,53.94,P5
10116,C94,,87.5%,Min,-73.84,P3,-11.48,P3,164.5,P76,-31.93,P8,-53.66,P5,-8.491,P3,164.6,P76,6.992,P4
10116,C94,,93.7%,Max,67.18,P2,10.46,P2,376.3,P8,-12.60,P4,102.8,P8,10.44,P2,376.3,P8,102.9,P8
10116,C94,,93.7%,Min,-73.84,P3,-11.48,P3,168.3,P76,-31.93,P8,30.70,P3,-9.532,P3,168.3,P76,31.55,P5
10116,C94,7658,100.0%,Max,67.18,P2,10.46,P2,381.3,P8,-12.60,P4,253.6,P8,11.88,P2,381.3,P8,253.6,P8
10116,C94,7658,100.0%,Min,-73.84,P3,-11.48,P3,172.0,P76,-31.93,P8,102.3,P79,-10.57,P3,172.1,P76,102.5,P79
10117,C94,5110,0.0%,Max,236.9,P4,11.45,P2,-32.45,P2,6.826,P30,168.2,P33,9.940,P4,72.69,P6,168.2,P33
10117,C94,5110,0.0%,Min,-325.1,P5,-11.66,P3,-72.67,P6,2.556,P65,65.96,P3,-9.532,P5,34.41,P2,66.64,P3
10117,C94,,6.2%,Max,236.9,P4,11.45,P2,-30.99,P2,6.826,P30,143.4,P33,9.077,P2,70.71,P6,143.4,P33
10117,C94,,6.2%,Min,-325.1,P5,-11.66,P3,-70.69,P6,2.556,P65,54.77,P3,-8.597,P3,33.03,P2,55.44,P3
10117,C94,,12.5%,Max,236.9,P4,11.45,P2,-29.52,P2,6.826,P30,119.3,P33,8.277,P2,68.74,P6,119.3,P33
10117,C94,,12.5%,Min,-325.1,P5,-11.66,P3,-68.72,P6,2.556,P65,44.08,P3,-7.725,P3,31.66,P2,44.75,P3
10117,C94,,18.7%,Max,236.9,P4,11.45,P2,-28.05,P2,6.826,P30,95.93,P33,7.476,P2,66.76,P6,95.93,P33
10117,C94,,18.7%,Min,-325.1,P5,-11.66,P3,-66.74,P6,2.556,P65,33.89,P3,-6.853,P3,30.30,P2,34.58,P3
10117,C94,,25.0%,Max,236.9,P4,11.45,P2,-26.59,P2,6.826,P30,73.22,P33,6.675,P2,64.78,P6,73.22,P33
10117,C94,,25.0%,Min,-325.1,P5,-11.66,P3,-64.76,P6,2.556,P65,24.22,P3,-5.980,P3,28.95,P2,24.94,P3
10117,C94,,25.0%,Max,167.5,P2,0.8299,P2,-18.85,P2,4.204,P30,64.54,P33,0.6757,P2,49.95,P6,64.54,P33
10117,C94,,25.0%,Min,-271.1,P3,-0.9508,P3,-49.94,P6,1.611,P53,20.39,P3,-0.5432,P3,18.87,P2,20.40,P3
10117,C94,,31.2%,Max,167.5,P2,0.8299,P2,-17.39,P2,4.204,P30,47.62,P33,0.7139,P2,47.97,P6,47.62,P33
10117,C94,,31.2%,Min,-271.1,P3,-0.9508,P3,-47.97,P6,1.611,P53,12.25,P3,-0.5396,P3,17.41,P2,12.26,P3
10117,C94,,37.5%,Max,167.5,P2,0.8299,P2,-15.92,P2,4.204,P30,31.40,P31,0.7521,P2,45.99,P6,31.40,P31
10117,C94,,37.5%,Min,-271.1,P3,-0.9508,P3,-45.99,P6,1.611,P53,4.625,P3,-0.5360,P3,15.94,P2,4.656,P3
10117,C94,,43.7%,Max,167.5,P2,0.8299,P2,-14.46,P2,4.204,P30,16.32,P19,0.7903,P2,44.01,P6,16.32,P19
10117,C94,,43.7%,Min,-271.1,P3,-0.9508,P3,-44.01,P6,1.611,P53,-2.885,P5,-0.5324,P3,14.48,P2,1.737,P89
10117,C94,,50.0%,Max,167.5,P2,0.8299,P2,-12.99,P2,4.204,P30,7.072,P4,0.8284,P2,42.03,P6,10.87,P5
10117,C94,,50.0%,Min,-271.1,P3,-0.9508,P3,-42.03,P6,1.611,P53,-10.87,P5,-0.5287,P3,13.02,P2,0.1890,P63
10117,C94,,50.0%,Max,156.8,P2,0.4806,P4,1.830,P2,-1.099,P2,5.326,P4,0.4243,P4,20.15,P3,13.81,P5
10117,C94,,50.0%,Min,-276.2,P3,-0.2205,P5,-20.15,P3,-3.339,P31,-13.81,P5,-0.02612,P5,0.7752,P4,0.1656,P45
10117,C94,,56.2%,Max,156.8,P2,0.4806,P4,3.295,P2,-1.099,P2,5.376,P4,0.4061,P4,18.69,P3,19.69,P5
10117,C94,,56.2%,Min,-276.2,P3,-0.2205,P5,-18.69,P3,-3.339,P31,-19.69,P5,-0.09790,P5,2.129,P4,1.500,P54
10117,C94,,62.5%,Max,156.8,P2,0.4806,P4,4.761,P2,-1.099,P2,5.933,P4,0.3931,P2,17.22,P3,25.07,P5
10117,C94,,62.5%,Min,-276.2,P3,-0.2205,P5,-17.22,P3,-3.339,P31,-25.07,P5,-0.1749,P3,3.572,P4,3.915,P54
10117,C94,,68.7%,Max,156.8,P2,0.4806,P4,6.227,P2,-1.099,P2,6.997,P4,0.3983,P2,15.76,P3,29.93,P5
10117,C94,,68.7%,Min,-276.2,P3,-0.2205,P5,-15.76,P3,-3.339,P31,-29.93,P5,-0.2701,P3,3.099,P86,5.035,P2
10117,C94,,75.0%,Max,156.8,P2,0.4806,P4,7.693,P2,-1.099,P2,8.568,P4,0.4035,P2,14.29,P3,34.30,P5
10117,C94,,75.0%,Min,-276.2,P3,-0.2205,P5,-14.29,P3,-3.339,P31,-34.29,P5,-0.3653,P3,1.635,P86,6.638,P2
10117,C94,,75.0%,Max,173.4,P2,2.778,P2,15.75,P2,-2.094,P65,8.889,P4,1.881,P2,15.99,P2,35.98,P5
10117,C94,,75.0%,Min,-315.9,P3,-5.203,P3,-6.324,P3,-6.074,P31,-35.95,P5,-2.807,P3,2.511,P57,7.575,P2
10117,C94,,81.3%,Max,173.4,P2,2.778,P2,17.21,P2,-2.094,P65,14.10,P4,2.513,P2,17.44,P2,37.41,P5
10117,C94,,81.3%,Min,-315.9,P3,-5.203,P3,-4.858,P3,-6.074,P31,-37.39,P5,-2.600,P3,3.936,P57,6.451,P66
10117,C94,,87.5%,Max,173.4,P2,2.778,P2,18.68,P2,-2.094,P65,19.82,P4,3.145,P2,18.89,P2,38.34,P5
10117,C94,,87.5%,Min,-315.9,P3,-5.203,P3,-3.392,P3,-6.074,P31,-38.33,P5,-2.393,P3,3.718,P5,4.269,P66
10117,C94,,93.8%,Max,173.4,P2,2.778,P2,20.15,P2,-2.094,P65,26.05,P4,3.777,P2,20.34,P2,38.77,P5
10117,C94,,93.8%,Min,-315.9,P3,-5.203,P3,-1.927,P3,-6.074,P31,-38.76,P5,-2.186,P3,3.082,P5,1.619,P58
10117,C94,5115,100.0%,Max,173.4,P2,2.778,P2,21.61,P2,-2.094,P65,32.78,P4,4.409,P2,21.79,P2,38.69,P5
10117,C94,5115,100.0%,Min,-315.9,P3,-5.203,P3,-0.4611,P3,-6.074,P31,-38.69,P5,-1.979,P3,3.077,P5,0.3995,P90
10118,C94,5092,0.0%,Max,240.3,P2,14.08,P2,-17.27,P4,-1.941,P2,108.7,P32,11.09,P2,56.62,P33,108.7,P32
10118,C94,5092,0.0%,Min,-305.5,P3,-11.88,P3,-56.49,P33,-6.933,P33,27.73,P5,-10.29,P3,21.47,P4,29.31,P5
10118,C94,,6.2%,Max,240.3,P2,14.08,P2,-15.80,P4,-1.941,P2,89.46,P32,9.861,P2,54.65,P33,89.46,P32
10118,C94,,6.2%,Min,-305.5,P3,-11.88,P3,-54.52,P33,-6.933,P33,21.72,P3,-9.821,P3,20.31,P4,23.67,P5
10118,C94,,12.5%,Max,240.3,P2,14.08,P2,-14.34,P4,-1.941,P2,70.94,P32,8.635,P2,52.67,P33,70.94,P32
10118,C94,,12.5%,Min,-305.5,P3,-11.88,P3,-52.54,P33,-6.933,P33,15.49,P3,-9.354,P3,19.19,P4,18.10,P3
10118,C94,,18.7%,Max,240.3,P2,14.08,P2,-12.87,P4,-1.941,P2,53.11,P32,7.408,P2,50.70,P33,53.13,P32
10118,C94,,18.7%,Min,-305.5,P3,-11.88,P3,-50.56,P33,-6.933,P33,9.774,P3,-8.887,P3,18.12,P4,13.21,P3
10118,C94,,25.0%,Max,240.3,P2,14.08,P2,-11.41,P4,-1.941,P2,35.96,P32,6.181,P2,48.73,P33,36.08,P32
10118,C94,,25.0%,Min,-305.5,P3,-11.88,P3,-48.58,P33,-6.933,P33,4.561,P3,-8.420,P3,17.11,P4,9.576,P3
10118,C94,,25.0%,Max,154.0,P2,0.3925,P4,-4.782,P4,-1.141,P4,31.27,P32,0.1932,P2,33.61,P33,31.27,P32
10118,C94,,25.0%,Min,-258.4,P3,-0.6772,P5,-33.61,P33,-4.138,P32,3.261,P3,-0.8602,P3,4.798,P4,3.373,P3
10118,C94,,31.2%,Max,154.0,P2,0.3925,P4,-3.317,P4,-1.141,P4,20.25,P2,0.2304,P2,31.63,P33,20.25,P2
10118,C94,,31.2%,Min,-258.4,P3,-0.6772,P5,-31.63,P33,-4.138,P32,-1.450,P3,-0.7989,P3,3.340,P4,0.8228,P5
10118,C94,,37.5%,Max,154.0,P2,0.3925,P4,-1.851,P4,-1.141,P4,13.99,P4,0.2676,P2,29.72,P5,13.99,P4
10118,C94,,37.5%,Min,-258.4,P3,-0.6772,P5,-29.71,P5,-4.138,P32,-6.621,P5,-0.7376,P3,1.892,P4,2.067,P89
10118,C94,,43.7%,Max,154.0,P2,0.3925,P4,-0.3852,P4,-1.141,P4,9.298,P4,0.3048,P2,28.25,P5,12.36,P5
10118,C94,,43.7%,Min,-258.4,P3,-0.6772,P5,-28.24,P5,-4.138,P32,-12.34,P5,-0.6762,P3,0.5499,P4,0.1384,P34
10118,C94,,50.0%,Max,154.0,P2,0.3925,P4,1.080,P4,-1.141,P4,5.111,P4,0.3586,P4,26.79,P5,17.56,P5
10118,C94,,50.0%,Min,-258.4,P3,-0.6772,P5,-26.78,P5,-4.138,P32,-17.55,P5,-0.6315,P5,0.8690,P2,0.3579,P2
10118,C94,,50.0%,Max,126.9,P2,0.6031,P4,13.45,P4,1.110,P33,6.288,P4,0.3667,P2,16.11,P5,19.93,P5
10118,C94,,50.0%,Min,-259.6,P3,-0.9825,P5,-16.08,P5,-0.2498,P3,-19.91,P5,-0.9700,P3,0.2908,P28,0.8522,P2
10118,C94,,56.2%,Max,126.9,P2,0.6031,P4,14.92,P4,1.110,P33,11.10,P4,0.3665,P2,14.93,P4,25.13,P5
10118,C94,,56.2%,Min,-259.6,P3,-0.9825,P5,-14.62,P5,-0.2498,P3,-25.12,P5,-0.8384,P3,0.08497,P37,5.005,P2
10118,C94,,62.5%,Max,126.9,P2,0.6031,P4,16.38,P4,1.110,P33,16.41,P4,0.4201,P4,16.40,P4,29.83,P5
10118,C94,,62.5%,Min,-259.6,P3,-0.9825,P5,-13.15,P5,-0.2498,P3,-29.82,P5,-0.7608,P5,0.3792,P68,5.383,P50
10118,C94,,68.7%,Max,126.9,P2,0.6031,P4,17.85,P4,1.110,P33,22.23,P4,0.4859,P4,17.86,P4,34.02,P5
10118,C94,,68.7%,Min,-259.6,P3,-0.9825,P5,-11.68,P5,-0.2498,P3,-34.01,P5,-0.6953,P5,0.9749,P57,4.866,P50
10118,C94,,75.0%,Max,126.9,P2,0.6031,P4,19.32,P4,1.110,P33,28.56,P4,0.5517,P4,19.33,P4,37.71,P5
10118,C94,,75.0%,Min,-259.6,P3,-0.9825,P5,-10.22,P5,-0.2498,P3,-37.70,P5,-0.6298,P5,2.375,P57,3.703,P64
10118,C94,,75.0%,Max,133.3,P2,4.886,P2,26.26,P4,2.915,P33,32.28,P4,2.649,P2,26.56,P4,37.79,P5
10118,C94,,75.0%,Min,-299.5,P3,-2.329,P3,-2.943,P5,0.1235,P3,-37.77,P5,-1.695,P3,3.055,P3,2.000,P64
10118,C94,,81.2%,Max,133.3,P2,4.886,P2,27.73,P4,2.915,P33,41.61,P4,2.378,P2,28.01,P4,41.64,P4
10118,C94,,81.2%,Min,-299.5,P3,-2.329,P3,-1.477,P5,0.1235,P3,-38.52,P5,-2.309,P3,2.028,P5,0.03266,P79
10118,C94,,87.5%,Max,133.3,P2,4.886,P2,29.19,P4,2.915,P33,51.44,P4,2.108,P2,29.46,P4,51.46,P4
10118,C94,,87.5%,Min,-299.5,P3,-2.329,P3,-0.01179,P5,0.1235,P3,-38.76,P5,-2.923,P3,1.389,P5,1.036,P57
10118,C94,,93.7%,Max,133.3,P2,4.886,P2,30.66,P4,2.915,P33,61.77,P4,1.837,P2,30.91,P4,61.79,P4
10118,C94,,93.7%,Min,-299.5,P3,-2.329,P3,1.454,P5,0.1235,P3,-38.50,P5,-3.537,P3,2.011,P5,5.063,P57
10118,C94,5091,100.0%,Max,133.3,P2,4.886,P2,32.12,P4,2.915,P33,72.62,P4,1.567,P2,32.37,P4,72.62,P4
10118,C94,5091,100.0%,Min,-299.5,P3,-2.329,P3,2.920,P5,0.1235,P3,-37.72,P5,-4.151,P3,3.233,P5,9.662,P57
10196,C94,6515,0.0%,Max,99.05,P2,3.676,P2,317.2,P12,10.58,P24,62.99,P2,3.260,P69,317.2,P12,533.7,P3
10196,C94,6515,0.0%,Min,-148.2,P3,-6.714,P3,-32.12,P3,3.550,P3,-533.7,P3,-5.824,P3,10.66,P69,29.14,P4
10196,C94,,12.5%,Max,99.05,P2,3.676,P2,322.1,P12,10.58,P24,53.83,P2,3.178,P2,322.1,P12,416.9,P3
10196,C94,,12.5%,Min,-148.2,P3,-6.714,P3,-28.50,P3,3.550,P3,-416.9,P3,-5.178,P3,13.36,P5,25.81,P4
10196,C94,,25.0%,Max,99.05,P2,3.676,P2,327.0,P12,10.58,P24,46.07,P2,3.701,P2,327.0,P12,298.7,P3
10196,C94,,25.0%,Min,-148.2,P3,-6.714,P3,-24.88,P3,3.550,P3,-298.7,P3,-4.531,P3,10.27,P5,23.88,P4
10196,C94,,37.5%,Max,99.05,P2,3.676,P2,331.9,P12,10.58,P24,39.71,P2,4.223,P2,331.9,P12,179.2,P3
10196,C94,,37.5%,Min,-148.2,P3,-6.714,P3,-21.26,P3,3.550,P3,-179.1,P3,-3.885,P3,7.668,P5,18.53,P57
10196,C94,,50.0%,Max,99.05,P2,3.676,P2,336.8,P12,10.58,P24,34.73,P2,4.746,P2,336.8,P12,58.28,P3
10196,C94,,50.0%,Min,-148.2,P3,-6.714,P3,-17.63,P3,3.550,P3,-58.19,P3,-3.239,P3,6.190,P5,0.4045,P43
10196,C94,,50.0%,Max,44.13,P2,4.184,P2,379.8,P24,8.080,P31,41.38,P2,2.984,P69,379.8,P24,41.46,P2
10196,C94,,50.0%,Min,-82.24,P3,-5.822,P3,0.2861,P3,2.390,P3,-27.05,P3,-3.882,P3,5.829,P3,0.8383,P66
10196,C94,,62.5%,Max,44.13,P2,4.184,P2,384.7,P24,8.080,P31,172.0,P24,3.210,P2,384.7,P24,172.0,P24
10196,C94,,62.5%,Min,-82.24,P3,-5.822,P3,3.907,P3,2.390,P3,-14.29,P3,-3.903,P3,7.011,P3,4.030,P5
10196,C94,,75.0%,Max,44.13,P2,4.184,P2,389.6,P24,8.080,P31,320.9,P24,3.860,P2,389.6,P24,320.9,P24
10196,C94,,75.0%,Min,-82.24,P3,-5.822,P3,7.528,P3,2.390,P3,-0.1333,P3,-3.923,P3,9.516,P3,3.926,P3
10196,C94,,87.5%,Max,44.13,P2,4.184,P2,394.5,P24,8.080,P31,471.7,P24,4.510,P2,394.5,P24,471.7,P24
10196,C94,,87.5%,Min,-82.24,P3,-5.822,P3,11.15,P3,2.390,P3,15.41,P3,-3.944,P3,12.58,P3,15.91,P3
10196,C94,5990,100.0%,Max,44.13,P2,4.184,P2,399.4,P24,8.080,P31,624.4,P24,5.161,P2,399.4,P24,624.4,P24
10196,C94,5990,100.0%,Min,-82.24,P3,-5.822,P3,14.77,P3,2.390,P3,32.35,P3,-3.964,P3,15.88,P3,32.59,P3
10197,C94,7374,0.0%,Max,184.5,P2,31.10,P2,-68.30,P2,-11.83,P48,915.1,P2,26.40,P2,488.1,P33,915.4,P2
10197,C94,7374,0.0%,Min,-293.4,P3,-22.13,P3,-488.1,P33,-35.46,P33,-447.7,P3,-15.34,P3,75.05,P2,26.76,P77
10197,C94,,12.5%,Max,184.5,P2,31.10,P2,-65.47,P2,-11.83,P48,806.1,P2,23.00,P2,484.3,P33,806.5,P2
10197,C94,,12.5%,Min,-293.4,P3,-22.13,P3,-484.3,P33,-35.46,P33,-468.4,P3,-14.64,P3,72.48,P2,5.099,P47
10197,C94,,25.0%,Max,184.5,P2,31.10,P2,-62.64,P2,-11.83,P48,698.0,P2,19.60,P2,480.5,P33,698.3,P2
10197,C94,,25.0%,Min,-293.4,P3,-22.13,P3,-480.4,P33,-35.46,P33,-488.3,P3,-13.93,P3,69.94,P2,4.265,P89
10197,C94,,37.5%,Max,184.5,P2,31.10,P2,-59.81,P2,-11.83,P48,590.8,P2,16.19,P2,476.6,P33,591.0,P2
10197,C94,,37.5%,Min,-293.4,P3,-22.13,P3,-476.6,P33,-35.46,P33,-507.2,P3,-13.22,P3,67.42,P2,1.412,P62
10197,C94,,50.0%,Max,184.5,P2,31.10,P2,-56.99,P2,-11.83,P48,484.4,P2,13.05,P4,472.8,P33,525.5,P3
10197,C94,,50.0%,Min,-293.4,P3,-22.13,P3,-472.8,P33,-35.46,P33,-525.4,P3,-12.78,P5,64.92,P2,10.15,P87
10197,C94,,50.0%,Max,150.9,P2,10.91,P2,-19.75,P2,-2.572,P2,464.4,P2,5.723,P2,412.0,P21,525.0,P3
10197,C94,,50.0%,Min,-224.4,P3,-7.341,P3,-412.0,P21,-9.889,P32,-524.9,P3,-3.418,P3,22.56,P2,2.794,P9
10197,C94,,62.5%,Max,150.9,P2,10.91,P2,-16.92,P2,-2.572,P2,367.4,P2,5.792,P2,408.2,P21,531.5,P3
10197,C94,,62.5%,Min,-224.4,P3,-7.341,P3,-408.2,P21,-9.889,P32,-531.5,P3,-4.559,P3,20.13,P2,2.940,P79
10197,C94,,75.0%,Max,150.9,P2,10.91,P2,-14.09,P2,-2.572,P2,271.2,P2,5.861,P2,404.3,P21,537.2,P3
10197,C94,,75.0%,Min,-224.4,P3,-7.341,P3,-404.3,P21,-9.889,P32,-537.1,P3,-5.701,P3,17.82,P2,3.821,P54
10197,C94,,87.5%,Max,150.9,P2,10.91,P2,-11.26,P2,-2.572,P2,175.9,P2,5.930,P2,400.5,P21,542.0,P3
10197,C94,,87.5%,Min,-224.4,P3,-7.341,P3,-400.5,P21,-9.889,P32,-542.0,P3,-6.842,P3,15.68,P2,6.138,P67
10197,C94,6515,100.0%,Max,150.9,P2,10.91,P2,-8.435,P2,-2.572,P2,81.37,P2,5.999,P2,396.7,P21,546.0,P3
10197,C94,6515,100.0%,Min,-224.4,P3,-7.341,P3,-396.7,P21,-9.889,P32,-546.0,P3,-7.984,P3,13.79,P2,27.44,P69
10198,C94,7718,0.0%,Max,208.1,P2,7.217,P2,-33.75,P2,3.576,P33,226.4,P6,6.582,P2,96.98,P6,226.4,P6
10198,C94,7718,0.0%,Min,-254.5,P3,-4.545,P3,-96.96,P6,0.6238,P3,71.88,P3,-4.131,P3,34.51,P2,72.00,P3
10198,C94,,6.3%,Max,208.1,P2,7.217,P2,-31.58,P2,3.576,P33,189.7,P6,5.658,P2,94.05,P6,189.7,P6
